File,Format,Type,Num_seqs,Sum_len,Min_len,Avg_len,Max_len
D21043.R1.fq.gz,FASTQ,DNA,"62,859",15644909,247,248.9,250
D21045.R1.fq.gz,FASTQ,DNA,"84,000",20906791,246,248.9,250
D21046.R1.fq.gz,FASTQ,DNA,"83,935",20890468,246,248.9,250
D21047.R1.fq.gz,FASTQ,DNA,"84,000",20907465,247,248.9,250
D21048.R1.fq.gz,FASTQ,DNA,"84,000",20907665,247,248.9,250
D21049.R1.fq.gz,FASTQ,DNA,"83,795",20854872,247,248.9,250
D21050.R1.fq.gz,FASTQ,DNA,"83,765",20848470,247,248.9,250
D21054.R1.fq.gz,FASTQ,DNA,"83,993",20905097,246,248.9,250
D21055.R1.fq.gz,FASTQ,DNA,"84,000",20906830,247,248.9,250
D21056.R1.fq.gz,FASTQ,DNA,"70,746",17608010,246,248.9,250
D21057.R1.fq.gz,FASTQ,DNA,"83,997",20906388,246,248.9,250
D21058.R1.fq.gz,FASTQ,DNA,"83,055",20672073,247,248.9,250
D21059.R1.fq.gz,FASTQ,DNA,"83,737",20841681,247,248.9,250
D21060.R1.fq.gz,FASTQ,DNA,"83,901",20882732,246,248.9,250
D21061.R1.fq.gz,FASTQ,DNA,"83,903",20883171,246,248.9,250
D21062.R1.fq.gz,FASTQ,DNA,"62,749",15618414,247,248.9,250
D21063.R1.fq.gz,FASTQ,DNA,"84,000",20907281,247,248.9,250
D21064.R1.fq.gz,FASTQ,DNA,"66,378",16521171,246,248.9,250
D21065.R1.fq.gz,FASTQ,DNA,"65,204",16228695,246,248.9,250
D21066.R1.fq.gz,FASTQ,DNA,"80,144",19947598,246,248.9,250
D21067.R1.fq.gz,FASTQ,DNA,"84,000",20907651,247,248.9,250
D21068.R1.fq.gz,FASTQ,DNA,"84,000",20907563,246,248.9,250
D21069.R1.fq.gz,FASTQ,DNA,"84,000",20907192,246,248.9,250
D21070.R1.fq.gz,FASTQ,DNA,"61,681",15352108,247,248.9,250
D21071.R1.fq.gz,FASTQ,DNA,"83,960",20897387,247,248.9,250
D21072.R1.fq.gz,FASTQ,DNA,"80,089",19934186,247,248.9,250
D21074.R1.fq.gz,FASTQ,DNA,"84,000",20907018,247,248.9,250
D21075.R1.fq.gz,FASTQ,DNA,"83,962",20898086,246,248.9,250
D21076.R1.fq.gz,FASTQ,DNA,"80,853",20123937,247,248.9,250
D21077.R1.fq.gz,FASTQ,DNA,"83,855",20871962,247,248.9,250
D21078.R1.fq.gz,FASTQ,DNA,"84,000",20906756,247,248.9,250
D21080.R1.fq.gz,FASTQ,DNA,"83,988",20904037,247,248.9,250
D21081.R1.fq.gz,FASTQ,DNA,"83,854",20870887,247,248.9,250
D21084.R1.fq.gz,FASTQ,DNA,"83,853",20870208,246,248.9,250
D21085.R1.fq.gz,FASTQ,DNA,"84,000",20906629,246,248.9,250
D21086.R1.fq.gz,FASTQ,DNA,"83,895",20881521,247,248.9,250
D21087.R1.fq.gz,FASTQ,DNA,"84,000",20907727,247,248.9,250
D21088.R1.fq.gz,FASTQ,DNA,"83,989",20904368,246,248.9,250
D21089.R1.fq.gz,FASTQ,DNA,"84,000",20907475,247,248.9,250
D21090.R1.fq.gz,FASTQ,DNA,"83,967",20898551,247,248.9,250
D21091.R1.fq.gz,FASTQ,DNA,"84,000",20906956,246,248.9,250
D21092.R1.fq.gz,FASTQ,DNA,"84,000",20907235,246,248.9,250
D21093.R1.fq.gz,FASTQ,DNA,"84,000",20907094,247,248.9,250
D21095.R1.fq.gz,FASTQ,DNA,"84,000",20907076,247,248.9,250
D21096.R1.fq.gz,FASTQ,DNA,"83,326",20739567,247,248.9,250
D21097.R1.fq.gz,FASTQ,DNA,"84,000",20907574,247,248.9,250
D21098.R1.fq.gz,FASTQ,DNA,"83,776",20851396,246,248.9,250
D21099.R1.fq.gz,FASTQ,DNA,"74,721",18597307,246,248.9,250
D21100.R1.fq.gz,FASTQ,DNA,"71,045",17683027,246,248.9,250
D21101.R1.fq.gz,FASTQ,DNA,"84,000",20907392,246,248.9,250
D21102.R1.fq.gz,FASTQ,DNA,"84,000",20906839,246,248.9,250
D21103.R1.fq.gz,FASTQ,DNA,"81,611",20312465,246,248.9,250
D21104.R1.fq.gz,FASTQ,DNA,"71,243",17732391,247,248.9,250
D21106.R1.fq.gz,FASTQ,DNA,"83,962",20897534,246,248.9,250
D21107.R1.fq.gz,FASTQ,DNA,"83,914",20885335,246,248.9,250
D21108.R1.fq.gz,FASTQ,DNA,"79,695",19835944,247,248.9,250
D21109.R1.fq.gz,FASTQ,DNA,"83,993",20905006,246,248.9,250
D21110.R1.fq.gz,FASTQ,DNA,"64,509",16056276,247,248.9,250
D21111.R1.fq.gz,FASTQ,DNA,"83,940",20891621,247,248.9,250
D21112.R1.fq.gz,FASTQ,DNA,"83,908",20883853,247,248.9,250
D21113.R1.fq.gz,FASTQ,DNA,"84,000",20907220,247,248.9,250
D21114.R1.fq.gz,FASTQ,DNA,"83,899",20881859,247,248.9,250
D21115.R1.fq.gz,FASTQ,DNA,"84,000",20908044,247,248.9,250
D21116.R1.fq.gz,FASTQ,DNA,"84,000",20907280,246,248.9,250
D21117.R1.fq.gz,FASTQ,DNA,"67,486",16796843,247,248.9,250
D21118.R1.fq.gz,FASTQ,DNA,"83,821",20863464,247,248.9,250
D21119.R1.fq.gz,FASTQ,DNA,"84,000",20907066,246,248.9,250
D21120.R1.fq.gz,FASTQ,DNA,"83,812",20860462,246,248.9,250
D21121.R1.fq.gz,FASTQ,DNA,"84,000",20907576,246,248.9,250
D21122.R1.fq.gz,FASTQ,DNA,"84,000",20906993,247,248.9,250
D21124.R1.fq.gz,FASTQ,DNA,"83,804",20859279,246,248.9,250
D21125.R1.fq.gz,FASTQ,DNA,"83,849",20870034,246,248.9,250
D21126.R1.fq.gz,FASTQ,DNA,"84,000",20907445,247,248.9,250
D21127.R1.fq.gz,FASTQ,DNA,"83,953",20896233,246,248.9,250
D21128.R1.fq.gz,FASTQ,DNA,"83,929",20899618,247,249,250
D21131.R1.fq.gz,FASTQ,DNA,"84,000",20907126,246,248.9,250
D21132.R1.fq.gz,FASTQ,DNA,"84,000",20907258,247,248.9,250
D21133.R1.fq.gz,FASTQ,DNA,"83,662",20823358,246,248.9,250
D21134.R1.fq.gz,FASTQ,DNA,"84,000",20907821,246,248.9,250
D21136.R1.fq.gz,FASTQ,DNA,"84,000",20906858,247,248.9,250
D21137.R1.fq.gz,FASTQ,DNA,"84,000",20907301,246,248.9,250
D21138.R1.fq.gz,FASTQ,DNA,"83,943",20894057,246,248.9,250
D21139.R1.fq.gz,FASTQ,DNA,"84,000",20907398,247,248.9,250
D21140.R1.fq.gz,FASTQ,DNA,"83,944",20894238,247,248.9,250
D21141.R1.fq.gz,FASTQ,DNA,"84,000",20906955,247,248.9,250
D21142.R1.fq.gz,FASTQ,DNA,"84,000",20906991,246,248.9,250
D21145.R1.fq.gz,FASTQ,DNA,"83,884",20877929,247,248.9,250
D21146.R1.fq.gz,FASTQ,DNA,"84,000",20916730,247,249,250
D21147.R1.fq.gz,FASTQ,DNA,"84,000",20905754,247,248.9,250
D21149.R1.fq.gz,FASTQ,DNA,"84,000",20905848,247,248.9,250
D21150.R1.fq.gz,FASTQ,DNA,"84,000",20906581,247,248.9,250
D21151.R1.fq.gz,FASTQ,DNA,"83,874",20884810,246,249,250
D21152.R1.fq.gz,FASTQ,DNA,"70,851",17634021,247,248.9,250
D21153.R1.fq.gz,FASTQ,DNA,"84,000",20906945,247,248.9,250
D21154.R1.fq.gz,FASTQ,DNA,"77,517",19292796,246,248.9,250
D21155.R1.fq.gz,FASTQ,DNA,"83,924",20887592,247,248.9,250
D21156.R1.fq.gz,FASTQ,DNA,"83,994",20904501,247,248.9,250
D21157.R1.fq.gz,FASTQ,DNA,"83,975",20899831,247,248.9,250
D21158.R1.fq.gz,FASTQ,DNA,"83,959",20896023,247,248.9,250
D21159.R1.fq.gz,FASTQ,DNA,"83,982",20902808,247,248.9,250
D21160.R1.fq.gz,FASTQ,DNA,"84,000",20906560,246,248.9,250
D21161.R1.fq.gz,FASTQ,DNA,"66,193",16474470,247,248.9,250
D21162.R1.fq.gz,FASTQ,DNA,"84,000",20906837,247,248.9,250
D21163.R1.fq.gz,FASTQ,DNA,"83,910",20884004,246,248.9,250
D21164.R1.fq.gz,FASTQ,DNA,"84,000",20907648,246,248.9,250
D21165.R1.fq.gz,FASTQ,DNA,"83,780",20851909,246,248.9,250
D21166.R1.fq.gz,FASTQ,DNA,"83,953",20894956,246,248.9,250
D21168.R1.fq.gz,FASTQ,DNA,"83,681",20827773,246,248.9,250
D21169.R1.fq.gz,FASTQ,DNA,"83,881",20877257,246,248.9,250
D21170.R1.fq.gz,FASTQ,DNA,"83,810",20859324,246,248.9,250
D21171.R1.fq.gz,FASTQ,DNA,"83,996",20905099,247,248.9,250
D21172.R1.fq.gz,FASTQ,DNA,"84,000",20906466,246,248.9,250
D21173.R1.fq.gz,FASTQ,DNA,"83,887",20878284,246,248.9,250
D21174.R1.fq.gz,FASTQ,DNA,"83,627",20813775,247,248.9,250
D21175.R1.fq.gz,FASTQ,DNA,"83,840",20866763,246,248.9,250
D21176.R1.fq.gz,FASTQ,DNA,"83,887",20878461,246,248.9,250
D21177.R1.fq.gz,FASTQ,DNA,"84,000",20906743,247,248.9,250
D21178.R1.fq.gz,FASTQ,DNA,"84,000",20906486,246,248.9,250
D21179.R1.fq.gz,FASTQ,DNA,"83,903",20882996,247,248.9,250
D21180.R1.fq.gz,FASTQ,DNA,"83,894",20880171,246,248.9,250
D21181.R1.fq.gz,FASTQ,DNA,"83,985",20903045,247,248.9,250
D21182.R1.fq.gz,FASTQ,DNA,"83,952",20895577,247,248.9,250
D21183.R1.fq.gz,FASTQ,DNA,"84,000",20907278,246,248.9,250
D21184.R1.fq.gz,FASTQ,DNA,"83,735",20840556,246,248.9,250
D21185.R1.fq.gz,FASTQ,DNA,"84,000",20906926,246,248.9,250
D21186.R1.fq.gz,FASTQ,DNA,"69,690",17345013,247,248.9,250
D21187.R1.fq.gz,FASTQ,DNA,"84,000",20907247,246,248.9,250
D21189.R1.fq.gz,FASTQ,DNA,"84,000",20906427,246,248.9,250
D21190.R1.fq.gz,FASTQ,DNA,"71,694",17844138,247,248.9,250
D21191.R1.fq.gz,FASTQ,DNA,"84,000",20907497,246,248.9,250
D21194.R1.fq.gz,FASTQ,DNA,"81,323",20240365,246,248.9,250
D21196.R1.fq.gz,FASTQ,DNA,"67,213",16728562,247,248.9,250
D21197.R1.fq.gz,FASTQ,DNA,"83,986",20903074,246,248.9,250
D21198.R1.fq.gz,FASTQ,DNA,"84,000",20907127,246,248.9,250
D21199.R1.fq.gz,FASTQ,DNA,"84,000",20906146,246,248.9,250
D21200.R1.fq.gz,FASTQ,DNA,"83,931",20889025,246,248.9,250
D22003.R1.fq.gz,FASTQ,DNA,"71,608",17822157,247,248.9,250
D22004.R1.fq.gz,FASTQ,DNA,"84,000",20906786,246,248.9,250
D22005.R1.fq.gz,FASTQ,DNA,"84,000",20906340,247,248.9,250
D22006.R1.fq.gz,FASTQ,DNA,"83,762",20847354,247,248.9,250
D22012.R1.fq.gz,FASTQ,DNA,"84,000",20906827,246,248.9,250
D22013.R1.fq.gz,FASTQ,DNA,"84,000",20906708,247,248.9,250
D22019.R1.fq.gz,FASTQ,DNA,"83,970",20899679,247,248.9,250
D22021.R1.fq.gz,FASTQ,DNA,"84,000",20906349,246,248.9,250
D22022.R1.fq.gz,FASTQ,DNA,"84,000",20906838,246,248.9,250
D22025.R1.fq.gz,FASTQ,DNA,"83,763",20847836,247,248.9,250
D22027.R1.fq.gz,FASTQ,DNA,"84,000",20906695,246,248.9,250
D22028.R1.fq.gz,FASTQ,DNA,"74,117",18451948,246,249,250
D22061.R1.fq.gz,FASTQ,DNA,"84,000",20911691,246,248.9,250
D22068.R1.fq.gz,FASTQ,DNA,"84,000",20911978,247,249,250
D22109.R1.fq.gz,FASTQ,DNA,"84,000",20911641,247,248.9,250
D22117.R1.fq.gz,FASTQ,DNA,"84,000",20923401,247,249.1,250
D22118.R1.fq.gz,FASTQ,DNA,"84,000",20922836,247,249.1,250
D22170.R1.fq.gz,FASTQ,DNA,"84,000",20908132,246,248.9,250
D11001.R2.fq.gz,FASTQ,DNA,"81,279",19305255,115,237.5,238
D11002.R2.fq.gz,FASTQ,DNA,"83,782",19823940,114,236.6,238
D11003.R2.fq.gz,FASTQ,DNA,"60,530",14234517,112,235.2,238
D11005.R2.fq.gz,FASTQ,DNA,"78,854",18628312,114,236.2,238
D11006.R2.fq.gz,FASTQ,DNA,"83,956",19789050,113,235.7,238
D11007.R2.fq.gz,FASTQ,DNA,"63,645",15115355,116,237.5,238
D11008.R2.fq.gz,FASTQ,DNA,"84,000",19880564,103,236.7,238
D11009.R2.fq.gz,FASTQ,DNA,"79,555",18750163,113,235.7,238
D11010.R2.fq.gz,FASTQ,DNA,"84,000",19967420,114,237.7,238
D11012.R2.fq.gz,FASTQ,DNA,"81,267",19156498,105,235.7,238
D11013.R2.fq.gz,FASTQ,DNA,"68,836",16364367,63,237.7,238
D11014.R2.fq.gz,FASTQ,DNA,"83,966",19879257,62,236.8,238
D11016.R2.fq.gz,FASTQ,DNA,"84,000",19965385,63,237.7,238
D11017.R2.fq.gz,FASTQ,DNA,"84,000",19874814,62,236.6,238
D11019.R2.fq.gz,FASTQ,DNA,"84,000",19974304,62,237.8,238
D11021.R2.fq.gz,FASTQ,DNA,"83,737",19748492,113,235.8,238
D11022.R2.fq.gz,FASTQ,DNA,"80,197",19064434,116,237.7,238
D11023.R2.fq.gz,FASTQ,DNA,"77,591",18365342,113,236.7,238
D11025.R2.fq.gz,FASTQ,DNA,"83,947",19971205,114,237.9,238
D11030.R2.fq.gz,FASTQ,DNA,"84,000",19800798,113,235.7,238
D11031.R2.fq.gz,FASTQ,DNA,"83,951",19975227,116,237.9,238
D11032.R2.fq.gz,FASTQ,DNA,"83,686",19827811,114,236.9,238
D11037.R2.fq.gz,FASTQ,DNA,"83,865",19953342,114,237.9,238
D11038.R2.fq.gz,FASTQ,DNA,"83,819",19857366,113,236.9,238
D11039.R2.fq.gz,FASTQ,DNA,"76,199",17963604,114,235.7,238
D11042.R2.fq.gz,FASTQ,DNA,"73,610",17356258,113,235.8,238
D11043.R2.fq.gz,FASTQ,DNA,"83,887",19937369,101,237.7,238
D11045.R2.fq.gz,FASTQ,DNA,"84,000",19779017,111,235.5,238
D11048.R2.fq.gz,FASTQ,DNA,"83,792",19753990,113,235.8,238
D11049.R2.fq.gz,FASTQ,DNA,"66,946",15903134,115,237.6,238
D11055.R2.fq.gz,FASTQ,DNA,"79,370",18870987,63,237.8,238
D11058.R2.fq.gz,FASTQ,DNA,"60,054",14270722,63,237.6,238
D11064.R2.fq.gz,FASTQ,DNA,"84,000",19888563,113,236.8,238
D11070.R2.fq.gz,FASTQ,DNA,"83,773",19927860,88,237.9,238
D11077.R2.fq.gz,FASTQ,DNA,"84,000",19896663,113,236.9,238
D11088.R2.fq.gz,FASTQ,DNA,"65,382",15533975,115,237.6,238
D11095.R2.fq.gz,FASTQ,DNA,"84,000",19989416,63,238,238
D11096.R2.fq.gz,FASTQ,DNA,"74,544",17578968,61,235.8,238
D11100.R2.fq.gz,FASTQ,DNA,"84,000",19975765,32,237.8,238
D11101.R2.fq.gz,FASTQ,DNA,"83,699",19825017,62,236.9,238
D11144.R2.fq.gz,FASTQ,DNA,"84,000",19981642,116,237.9,238
D11145.R2.fq.gz,FASTQ,DNA,"73,969",17439309,113,235.8,238
D11148.R2.fq.gz,FASTQ,DNA,"83,914",19779517,114,235.7,238
D11155.R2.fq.gz,FASTQ,DNA,"83,850",19950986,114,237.9,238
D11156.R2.fq.gz,FASTQ,DNA,"83,964",19891817,115,236.9,238
D11157.R2.fq.gz,FASTQ,DNA,"61,993",14614432,112,235.7,238
D11158.R2.fq.gz,FASTQ,DNA,"84,000",19982527,114,237.9,238
D11159.R2.fq.gz,FASTQ,DNA,"66,736",15803865,114,236.8,238
D11161.R2.fq.gz,FASTQ,DNA,"60,827",14450123,115,237.6,238
D11162.R2.fq.gz,FASTQ,DNA,"83,907",19867199,115,236.8,238
D11163.R2.fq.gz,FASTQ,DNA,"84,000",19781785,113,235.5,238
D11165.R2.fq.gz,FASTQ,DNA,"75,341",17808113,114,236.4,238
D11180.R2.fq.gz,FASTQ,DNA,"83,917",19880093,62,236.9,238
D11183.R2.fq.gz,FASTQ,DNA,"77,745",18405388,113,236.7,238
D11184.R2.fq.gz,FASTQ,DNA,"83,582",19715540,114,235.9,238
D11185.R2.fq.gz,FASTQ,DNA,"83,987",19976032,115,237.8,238
D11187.R2.fq.gz,FASTQ,DNA,"76,371",18004915,114,235.8,238
D11188.R2.fq.gz,FASTQ,DNA,"71,165",16913081,116,237.7,238
D11189.R2.fq.gz,FASTQ,DNA,"84,000",19888476,115,236.8,238
D11192.R2.fq.gz,FASTQ,DNA,"83,747",19835083,113,236.8,238
D11193.R2.fq.gz,FASTQ,DNA,"84,000",19805922,108,235.8,238
D11194.R2.fq.gz,FASTQ,DNA,"84,000",19971696,116,237.8,238
D11195.R2.fq.gz,FASTQ,DNA,"84,000",19894704,27,236.8,238
D11196.R2.fq.gz,FASTQ,DNA,"84,000",19818056,114,235.9,238
D12004.R2.fq.gz,FASTQ,DNA,"61,808",14558868,112,235.5,238
D12005.R2.fq.gz,FASTQ,DNA,"60,867",14459243,109,237.6,238
D12007.R2.fq.gz,FASTQ,DNA,"83,728",19758558,113,236,238
D12013.R2.fq.gz,FASTQ,DNA,"61,611",14529410,112,235.8,238
D12014.R2.fq.gz,FASTQ,DNA,"80,108",19048478,63,237.8,238
D12015.R2.fq.gz,FASTQ,DNA,"81,473",19295821,62,236.8,238
D12016.R2.fq.gz,FASTQ,DNA,"69,264",16334610,61,235.8,238
D12017.R2.fq.gz,FASTQ,DNA,"79,723",18956771,63,237.8,238
D12020.R2.fq.gz,FASTQ,DNA,"83,998",19802296,61,235.7,238
D12021.R2.fq.gz,FASTQ,DNA,"70,709",16812243,63,237.8,238
D12022.R2.fq.gz,FASTQ,DNA,"81,086",19209729,62,236.9,238
D12023.R2.fq.gz,FASTQ,DNA,"78,586",18540475,114,235.9,238
D12027.R2.fq.gz,FASTQ,DNA,"83,338",19821803,115,237.8,238
D12028.R2.fq.gz,FASTQ,DNA,"68,658",16258531,113,236.8,238
D12029.R2.fq.gz,FASTQ,DNA,"67,598",15942826,112,235.8,238
D12030.R2.fq.gz,FASTQ,DNA,"71,612",17034710,116,237.9,238
D12031.R2.fq.gz,FASTQ,DNA,"83,941",19881316,115,236.8,238
D12032.R2.fq.gz,FASTQ,DNA,"76,912",18136367,114,235.8,238
D12034.R2.fq.gz,FASTQ,DNA,"77,739",18414042,115,236.9,238
D12035.R2.fq.gz,FASTQ,DNA,"75,541",17811594,112,235.8,238
D12036.R2.fq.gz,FASTQ,DNA,"79,496",18908807,114,237.9,238
D12037.R2.fq.gz,FASTQ,DNA,"79,389",18801856,113,236.8,238
D12038.R2.fq.gz,FASTQ,DNA,"76,925",18142737,114,235.8,238
D12039.R2.fq.gz,FASTQ,DNA,"84,000",19986638,116,237.9,238
D12040.R2.fq.gz,FASTQ,DNA,"74,364",17616402,114,236.9,238
D12041.R2.fq.gz,FASTQ,DNA,"72,749",17159326,114,235.9,238
D12042.R2.fq.gz,FASTQ,DNA,"77,065",18329437,114,237.8,238
D12043.R2.fq.gz,FASTQ,DNA,"67,144",15905332,115,236.9,238
D12044.R2.fq.gz,FASTQ,DNA,"83,888",19785635,111,235.9,238
D12045.R2.fq.gz,FASTQ,DNA,"70,728",16803007,115,237.6,238
D12046.R2.fq.gz,FASTQ,DNA,"84,000",19884502,115,236.7,238
D12047.R2.fq.gz,FASTQ,DNA,"79,412",18695711,113,235.4,238
D12048.R2.fq.gz,FASTQ,DNA,"71,083",16873194,110,237.4,238
D12049.R2.fq.gz,FASTQ,DNA,"74,446",17596175,114,236.4,238
D12050.R2.fq.gz,FASTQ,DNA,"83,918",19781816,113,235.7,238
D12052.R2.fq.gz,FASTQ,DNA,"79,922",18912278,103,236.6,238
D12055.R2.fq.gz,FASTQ,DNA,"61,926",14652087,113,236.6,238
D12057.R2.fq.gz,FASTQ,DNA,"65,508",15571880,63,237.7,238
D12058.R2.fq.gz,FASTQ,DNA,"76,238",18050625,61,236.8,238
D12059.R2.fq.gz,FASTQ,DNA,"70,957",16732210,61,235.8,238
D12060.R2.fq.gz,FASTQ,DNA,"76,145",18097492,63,237.7,238
D12061.R2.fq.gz,FASTQ,DNA,"83,805",19840167,62,236.7,238
D12064.R2.fq.gz,FASTQ,DNA,"83,842",19941794,63,237.8,238
D13001.R2.fq.gz,FASTQ,DNA,"84,000",19897745,62,236.9,238
D13002.R2.fq.gz,FASTQ,DNA,"84,000",19814406,114,235.9,238
D13003.R2.fq.gz,FASTQ,DNA,"68,930",16386020,116,237.7,238
D13004.R2.fq.gz,FASTQ,DNA,"61,858",14643035,92,236.7,238
D13005.R2.fq.gz,FASTQ,DNA,"72,261",17042572,113,235.8,238
D13006.R2.fq.gz,FASTQ,DNA,"81,378",19357249,116,237.9,238
D13007.R2.fq.gz,FASTQ,DNA,"84,000",19893626,84,236.8,238
D13008.R2.fq.gz,FASTQ,DNA,"69,735",16440312,112,235.8,238
D13009.R2.fq.gz,FASTQ,DNA,"78,656",18695658,115,237.7,238
D13010.R2.fq.gz,FASTQ,DNA,"83,958",19876552,115,236.7,238
D13011.R2.fq.gz,FASTQ,DNA,"80,960",19079688,109,235.7,238
D13012.R2.fq.gz,FASTQ,DNA,"84,000",19982523,115,237.9,238
D13013.R2.fq.gz,FASTQ,DNA,"84,000",19893402,114,236.8,238
D13014.R2.fq.gz,FASTQ,DNA,"84,000",19818250,61,235.9,238
D13015.R2.fq.gz,FASTQ,DNA,"79,738",18956488,109,237.7,238
D13016.R2.fq.gz,FASTQ,DNA,"84,000",19889752,111,236.8,238
D13018.R2.fq.gz,FASTQ,DNA,"83,966",19803654,114,235.9,238
D13020.R2.fq.gz,FASTQ,DNA,"84,000",19897207,113,236.9,238
D13021.R2.fq.gz,FASTQ,DNA,"77,103",18179998,112,235.8,238
D13022.R2.fq.gz,FASTQ,DNA,"84,000",19976952,114,237.8,238
D13023.R2.fq.gz,FASTQ,DNA,"78,138",18504396,115,236.8,238
D13025.R2.fq.gz,FASTQ,DNA,"69,331",16455637,113,237.3,238
D13026.R2.fq.gz,FASTQ,DNA,"75,798",17823151,113,235.1,238
D13027.R2.fq.gz,FASTQ,DNA,"70,376",16680037,110,237,238
D13028.R2.fq.gz,FASTQ,DNA,"63,411",14954612,114,235.8,238
D13029.R2.fq.gz,FASTQ,DNA,"84,000",19797334,112,235.7,238
D13030.R2.fq.gz,FASTQ,DNA,"72,477",17208419,104,237.4,238
D13031.R2.fq.gz,FASTQ,DNA,"84,000",19879108,114,236.7,238
D13032.R2.fq.gz,FASTQ,DNA,"73,809",17389098,107,235.6,238
D13033.R2.fq.gz,FASTQ,DNA,"84,000",19947343,115,237.5,238
D13034.R2.fq.gz,FASTQ,DNA,"69,175",16360594,103,236.5,238
D13035.R2.fq.gz,FASTQ,DNA,"75,635",17823518,112,235.7,238
D13036.R2.fq.gz,FASTQ,DNA,"70,090",16651840,63,237.6,238
D13037.R2.fq.gz,FASTQ,DNA,"84,000",19881246,62,236.7,238
D13038.R2.fq.gz,FASTQ,DNA,"72,120",17001445,61,235.7,238
D13039.R2.fq.gz,FASTQ,DNA,"60,771",14430598,63,237.5,238
D13040.R2.fq.gz,FASTQ,DNA,"84,000",19877738,62,236.6,238
D13041.R2.fq.gz,FASTQ,DNA,"63,943",15054857,61,235.4,238
D13042.R2.fq.gz,FASTQ,DNA,"84,000",19976705,63,237.8,238
D13043.R2.fq.gz,FASTQ,DNA,"83,744",19752150,114,235.9,238
D13044.R2.fq.gz,FASTQ,DNA,"70,700",16795642,113,237.6,238
D13045.R2.fq.gz,FASTQ,DNA,"83,911",19856766,113,236.6,238
D13046.R2.fq.gz,FASTQ,DNA,"83,994",19807563,111,235.8,238
D13048.R2.fq.gz,FASTQ,DNA,"83,996",19885211,104,236.7,238
