File,Format,Type,Num_seqs,Sum_len,Min_len,Avg_len,Max_len
D13050.R2.fq.gz,FASTQ,DNA,"67,333",15988634,93,237.5,238
D13051.R2.fq.gz,FASTQ,DNA,"83,952",19866267,114,236.6,238
D13052.R2.fq.gz,FASTQ,DNA,"84,000",19791600,59,235.6,238
D13053.R2.fq.gz,FASTQ,DNA,"84,000",19980943,100,237.9,238
D13054.R2.fq.gz,FASTQ,DNA,"84,000",19892263,115,236.8,238
D13055.R2.fq.gz,FASTQ,DNA,"83,869",19763150,111,235.6,238
D13056.R2.fq.gz,FASTQ,DNA,"83,997",19964274,115,237.7,238
D13058.R2.fq.gz,FASTQ,DNA,"83,730",19821255,113,236.7,238
D13060.R2.fq.gz,FASTQ,DNA,"84,000",19983046,116,237.9,238
D13061.R2.fq.gz,FASTQ,DNA,"83,879",19868751,113,236.9,238
D13063.R2.fq.gz,FASTQ,DNA,"83,968",19965822,114,237.8,238
D13065.R2.fq.gz,FASTQ,DNA,"71,631",16881182,114,235.7,238
D13067.R2.fq.gz,FASTQ,DNA,"84,000",19874742,115,236.6,238
D13068.R2.fq.gz,FASTQ,DNA,"70,907",16675681,113,235.2,238
D13069.R2.fq.gz,FASTQ,DNA,"75,607",17940950,86,237.3,238
D13070.R2.fq.gz,FASTQ,DNA,"80,693",19069362,114,236.3,238
D13071.R2.fq.gz,FASTQ,DNA,"83,908",19782046,112,235.8,238
D13072.R2.fq.gz,FASTQ,DNA,"78,533",18655439,116,237.5,238
D13073.R2.fq.gz,FASTQ,DNA,"84,000",19880340,63,236.7,238
D13074.R2.fq.gz,FASTQ,DNA,"83,956",19784396,112,235.7,238
D13075.R2.fq.gz,FASTQ,DNA,"84,000",19954551,114,237.6,238
D13076.R2.fq.gz,FASTQ,DNA,"83,957",19875965,113,236.7,238
D13077.R2.fq.gz,FASTQ,DNA,"84,000",19969175,63,237.7,238
D13078.R2.fq.gz,FASTQ,DNA,"84,000",19891334,62,236.8,238
D13079.R2.fq.gz,FASTQ,DNA,"65,284",15391874,61,235.8,238
D13080.R2.fq.gz,FASTQ,DNA,"74,038",17594453,63,237.6,238
D13081.R2.fq.gz,FASTQ,DNA,"84,000",19888425,62,236.8,238
D13082.R2.fq.gz,FASTQ,DNA,"83,933",19783792,61,235.7,238
D13083.R2.fq.gz,FASTQ,DNA,"84,000",19978088,63,237.8,238
D13084.R2.fq.gz,FASTQ,DNA,"83,991",19893381,62,236.9,238
D13085.R2.fq.gz,FASTQ,DNA,"83,765",19760242,114,235.9,238
D13087.R2.fq.gz,FASTQ,DNA,"79,658",18857299,113,236.7,238
D13088.R2.fq.gz,FASTQ,DNA,"76,332",18001638,111,235.8,238
D13089.R2.fq.gz,FASTQ,DNA,"83,267",19797724,115,237.8,238
D13090.R2.fq.gz,FASTQ,DNA,"83,890",19867368,115,236.8,238
D13091.R2.fq.gz,FASTQ,DNA,"82,480",19441030,112,235.7,238
D13092.R2.fq.gz,FASTQ,DNA,"69,652",16546858,115,237.6,238
D13093.R2.fq.gz,FASTQ,DNA,"83,988",19868963,113,236.6,238
D13094.R2.fq.gz,FASTQ,DNA,"84,000",19799138,114,235.7,238
D13095.R2.fq.gz,FASTQ,DNA,"83,557",19875271,115,237.9,238
D13096.R2.fq.gz,FASTQ,DNA,"83,892",19864511,113,236.8,238
D13097.R2.fq.gz,FASTQ,DNA,"83,778",19743688,108,235.7,238
D13098.R2.fq.gz,FASTQ,DNA,"84,000",19966124,114,237.7,238
D13099.R2.fq.gz,FASTQ,DNA,"84,000",19890556,115,236.8,238
D13100.R2.fq.gz,FASTQ,DNA,"84,000",19813204,114,235.9,238
D13101.R2.fq.gz,FASTQ,DNA,"84,000",19986841,116,237.9,238
D13102.R2.fq.gz,FASTQ,DNA,"83,650",19815875,113,236.9,238
D13103.R2.fq.gz,FASTQ,DNA,"65,447",15425633,112,235.7,238
D13104.R2.fq.gz,FASTQ,DNA,"84,000",19974091,116,237.8,238
D13105.R2.fq.gz,FASTQ,DNA,"74,816",17714496,115,236.8,238
D13106.R2.fq.gz,FASTQ,DNA,"65,890",15535278,108,235.8,238
D13108.R2.fq.gz,FASTQ,DNA,"83,790",19814980,113,236.5,238
D13109.R2.fq.gz,FASTQ,DNA,"84,000",19752769,102,235.2,238
D13110.R2.fq.gz,FASTQ,DNA,"84,000",19917971,69,237.1,238
D13111.R2.fq.gz,FASTQ,DNA,"84,000",19830611,114,236.1,238
D13112.R2.fq.gz,FASTQ,DNA,"65,197",15341168,110,235.3,238
D13113.R2.fq.gz,FASTQ,DNA,"84,000",19950584,106,237.5,238
D13114.R2.fq.gz,FASTQ,DNA,"83,984",19852510,111,236.4,238
D13115.R2.fq.gz,FASTQ,DNA,"79,641",18759212,111,235.5,238
D13116.R2.fq.gz,FASTQ,DNA,"78,657",18676130,114,237.4,238
D13117.R2.fq.gz,FASTQ,DNA,"73,009",17260733,113,236.4,238
D13118.R2.fq.gz,FASTQ,DNA,"74,199",17484876,110,235.6,238
D13119.R2.fq.gz,FASTQ,DNA,"76,887",18264586,63,237.6,238
D13120.R2.fq.gz,FASTQ,DNA,"83,872",19855095,62,236.7,238
D13121.R2.fq.gz,FASTQ,DNA,"84,000",19801985,61,235.7,238
D13122.R2.fq.gz,FASTQ,DNA,"83,968",19949855,63,237.6,238
D13123.R2.fq.gz,FASTQ,DNA,"75,850",17924419,62,236.3,238
D13124.R2.fq.gz,FASTQ,DNA,"72,586",17092973,61,235.5,238
D13125.R2.fq.gz,FASTQ,DNA,"84,000",19965867,63,237.7,238
D13126.R2.fq.gz,FASTQ,DNA,"84,000",19879955,62,236.7,238
D13127.R2.fq.gz,FASTQ,DNA,"67,728",15960791,114,235.7,238
D13128.R2.fq.gz,FASTQ,DNA,"83,844",19927789,114,237.7,238
D13129.R2.fq.gz,FASTQ,DNA,"84,000",19875058,113,236.6,238
D13130.R2.fq.gz,FASTQ,DNA,"83,898",19781383,112,235.8,238
D13131.R2.fq.gz,FASTQ,DNA,"84,000",19968413,115,237.7,238
D13132.R2.fq.gz,FASTQ,DNA,"84,000",19882831,113,236.7,238
D13133.R2.fq.gz,FASTQ,DNA,"83,888",19773801,113,235.7,238
D13134.R2.fq.gz,FASTQ,DNA,"83,992",19954132,109,237.6,238
D13136.R2.fq.gz,FASTQ,DNA,"60,466",14229637,108,235.3,238
D13138.R2.fq.gz,FASTQ,DNA,"68,191",16132525,109,236.6,238
D13139.R2.fq.gz,FASTQ,DNA,"83,995",19786581,25,235.6,238
D13140.R2.fq.gz,FASTQ,DNA,"72,859",17302094,67,237.5,238
D13141.R2.fq.gz,FASTQ,DNA,"82,375",19480172,109,236.5,238
D13142.R2.fq.gz,FASTQ,DNA,"84,000",19793961,26,235.6,238
D13143.R2.fq.gz,FASTQ,DNA,"83,930",19960148,115,237.8,238
D13144.R2.fq.gz,FASTQ,DNA,"83,885",19854125,94,236.7,238
D13145.R2.fq.gz,FASTQ,DNA,"84,000",19804899,112,235.8,238
D13147.R2.fq.gz,FASTQ,DNA,"83,964",19878991,116,236.8,238
D13149.R2.fq.gz,FASTQ,DNA,"84,000",19965060,115,237.7,238
D13150.R2.fq.gz,FASTQ,DNA,"84,000",19873119,115,236.6,238
D13151.R2.fq.gz,FASTQ,DNA,"75,251",17709495,112,235.3,238
D13152.R2.fq.gz,FASTQ,DNA,"61,231",14521799,27,237.2,238
D13153.R2.fq.gz,FASTQ,DNA,"83,659",19908883,116,238,238
D13154.R2.fq.gz,FASTQ,DNA,"83,865",19774599,114,235.8,238
D13155.R2.fq.gz,FASTQ,DNA,"80,830",19209893,114,237.7,238
D13156.R2.fq.gz,FASTQ,DNA,"83,986",19884742,114,236.8,238
D13157.R2.fq.gz,FASTQ,DNA,"83,911",19779742,113,235.7,238
D13158.R2.fq.gz,FASTQ,DNA,"83,974",19959005,115,237.7,238
D13159.R2.fq.gz,FASTQ,DNA,"83,987",19879033,113,236.7,238
D13160.R2.fq.gz,FASTQ,DNA,"83,828",19864777,66,237,238
D13162.R2.fq.gz,FASTQ,DNA,"84,000",19891887,62,236.8,238
D13163.R2.fq.gz,FASTQ,DNA,"65,395",15419547,61,235.8,238
D13164.R2.fq.gz,FASTQ,DNA,"62,818",14924842,63,237.6,238
D13165.R2.fq.gz,FASTQ,DNA,"83,909",19861422,62,236.7,238
D13166.R2.fq.gz,FASTQ,DNA,"84,000",19804132,61,235.8,238
D13167.R2.fq.gz,FASTQ,DNA,"84,000",19975409,63,237.8,238
D13169.R2.fq.gz,FASTQ,DNA,"84,000",19813680,112,235.9,238
D13170.R2.fq.gz,FASTQ,DNA,"76,725",18241040,116,237.7,238
D13172.R2.fq.gz,FASTQ,DNA,"83,940",19802255,114,235.9,238
D13173.R2.fq.gz,FASTQ,DNA,"84,000",19981409,106,237.9,238
D13174.R2.fq.gz,FASTQ,DNA,"66,943",15845922,115,236.7,238
D13176.R2.fq.gz,FASTQ,DNA,"84,000",19966891,116,237.7,238
D13177.R2.fq.gz,FASTQ,DNA,"83,917",19867402,113,236.8,238
D13178.R2.fq.gz,FASTQ,DNA,"84,000",19803613,112,235.8,238
D13181.R2.fq.gz,FASTQ,DNA,"84,000",19802155,114,235.7,238
D13182.R2.fq.gz,FASTQ,DNA,"83,928",19956220,114,237.8,238
D13184.R2.fq.gz,FASTQ,DNA,"83,953",19799108,112,235.8,238
D13185.R2.fq.gz,FASTQ,DNA,"84,000",19984832,115,237.9,238
D13186.R2.fq.gz,FASTQ,DNA,"83,691",19827258,114,236.9,238
D13187.R2.fq.gz,FASTQ,DNA,"70,964",16731042,46,235.8,238
D13188.R2.fq.gz,FASTQ,DNA,"83,713",19908982,116,237.8,238
D13189.R2.fq.gz,FASTQ,DNA,"84,000",19894139,115,236.8,238
D13190.R2.fq.gz,FASTQ,DNA,"67,890",16004109,113,235.7,238
D13191.R2.fq.gz,FASTQ,DNA,"63,099",14983938,79,237.5,238
D21001.R2.fq.gz,FASTQ,DNA,"83,684",19806054,114,236.7,238
D21002.R2.fq.gz,FASTQ,DNA,"83,998",19981889,63,237.9,238
D21003.R2.fq.gz,FASTQ,DNA,"70,405",16594564,61,235.7,238
D21005.R2.fq.gz,FASTQ,DNA,"84,000",19980202,63,237.9,238
D21007.R2.fq.gz,FASTQ,DNA,"84,000",19985785,116,237.9,238
D21008.R2.fq.gz,FASTQ,DNA,"83,743",19842349,62,236.9,238
D21009.R2.fq.gz,FASTQ,DNA,"84,000",19896552,62,236.9,238
D21012.R2.fq.gz,FASTQ,DNA,"83,843",19782299,113,235.9,238
D21013.R2.fq.gz,FASTQ,DNA,"84,000",19819348,115,235.9,238
D21014.R2.fq.gz,FASTQ,DNA,"84,000",19983834,114,237.9,238
D21015.R2.fq.gz,FASTQ,DNA,"83,918",19796977,61,235.9,238
D21018.R2.fq.gz,FASTQ,DNA,"83,667",19899334,116,237.8,238
D21019.R2.fq.gz,FASTQ,DNA,"84,000",19815302,113,235.9,238
D21020.R2.fq.gz,FASTQ,DNA,"76,944",18103541,113,235.3,238
D21021.R2.fq.gz,FASTQ,DNA,"73,449",17431727,110,237.3,238
D21022.R2.fq.gz,FASTQ,DNA,"78,952",18657898,114,236.3,238
D21024.R2.fq.gz,FASTQ,DNA,"82,882",19697190,115,237.7,238
D21025.R2.fq.gz,FASTQ,DNA,"84,000",19884116,114,236.7,238
D21026.R2.fq.gz,FASTQ,DNA,"75,741",17848663,113,235.7,238
D21027.R2.fq.gz,FASTQ,DNA,"83,911",19942266,114,237.7,238
D21028.R2.fq.gz,FASTQ,DNA,"80,235",18988733,114,236.7,238
D21029.R2.fq.gz,FASTQ,DNA,"73,466",17318340,113,235.7,238
D21030.R2.fq.gz,FASTQ,DNA,"76,456",18174116,63,237.7,238
D21032.R2.fq.gz,FASTQ,DNA,"64,916",15305769,61,235.8,238
D21036.R2.fq.gz,FASTQ,DNA,"84,000",19979242,62,237.8,238
D21038.R2.fq.gz,FASTQ,DNA,"84,000",19813828,114,235.9,238
D21039.R2.fq.gz,FASTQ,DNA,"82,267",19556290,115,237.7,238
D21040.R2.fq.gz,FASTQ,DNA,"84,000",19887093,113,236.8,238
D21041.R2.fq.gz,FASTQ,DNA,"83,987",19809866,112,235.9,238
D21043.R2.fq.gz,FASTQ,DNA,"62,859",14880942,115,236.7,238
D21045.R2.fq.gz,FASTQ,DNA,"84,000",19966010,114,237.7,238
D21046.R2.fq.gz,FASTQ,DNA,"83,935",19867790,115,236.7,238
D21047.R2.fq.gz,FASTQ,DNA,"84,000",19801755,112,235.7,238
D21048.R2.fq.gz,FASTQ,DNA,"84,000",19982919,115,237.9,238
D21049.R2.fq.gz,FASTQ,DNA,"83,795",19844859,115,236.8,238
D21050.R2.fq.gz,FASTQ,DNA,"83,765",19749393,114,235.8,238
D21054.R2.fq.gz,FASTQ,DNA,"83,993",19983247,116,237.9,238
D21055.R2.fq.gz,FASTQ,DNA,"84,000",19899846,113,236.9,238
D21056.R2.fq.gz,FASTQ,DNA,"70,746",16677324,112,235.7,238
D21057.R2.fq.gz,FASTQ,DNA,"83,997",19977905,114,237.8,238
D21058.R2.fq.gz,FASTQ,DNA,"83,055",19668185,115,236.8,238
D21059.R2.fq.gz,FASTQ,DNA,"83,737",19919663,114,237.9,238
D21060.R2.fq.gz,FASTQ,DNA,"83,901",19877205,115,236.9,238
D21061.R2.fq.gz,FASTQ,DNA,"83,903",19789976,106,235.9,238
D21062.R2.fq.gz,FASTQ,DNA,"62,749",14907700,115,237.6,238
D21063.R2.fq.gz,FASTQ,DNA,"84,000",19894748,115,236.8,238
D21064.R2.fq.gz,FASTQ,DNA,"66,378",15625727,114,235.4,238
D21065.R2.fq.gz,FASTQ,DNA,"65,204",15478193,115,237.4,238
D21066.R2.fq.gz,FASTQ,DNA,"80,144",18955067,114,236.5,238
D21067.R2.fq.gz,FASTQ,DNA,"84,000",19811473,114,235.9,238
D21068.R2.fq.gz,FASTQ,DNA,"84,000",19968938,116,237.7,238
D21069.R2.fq.gz,FASTQ,DNA,"84,000",19889744,115,236.8,238
D21070.R2.fq.gz,FASTQ,DNA,"61,681",14536295,112,235.7,238
D21071.R2.fq.gz,FASTQ,DNA,"83,960",19963779,116,237.8,238
D21072.R2.fq.gz,FASTQ,DNA,"80,089",18957789,50,236.7,238
D21074.R2.fq.gz,FASTQ,DNA,"84,000",19977056,114,237.8,238
D21075.R2.fq.gz,FASTQ,DNA,"83,962",19889122,62,236.9,238
D21076.R2.fq.gz,FASTQ,DNA,"80,853",19070622,61,235.9,238
D21077.R2.fq.gz,FASTQ,DNA,"83,855",19940841,63,237.8,238
D21078.R2.fq.gz,FASTQ,DNA,"84,000",19891511,62,236.8,238
D21080.R2.fq.gz,FASTQ,DNA,"83,988",19980059,63,237.9,238
D21081.R2.fq.gz,FASTQ,DNA,"83,854",19864497,62,236.9,238
D21084.R2.fq.gz,FASTQ,DNA,"83,853",19860412,115,236.8,238
D21085.R2.fq.gz,FASTQ,DNA,"84,000",19818610,115,235.9,238
D21086.R2.fq.gz,FASTQ,DNA,"83,895",19960434,116,237.9,238
D21087.R2.fq.gz,FASTQ,DNA,"84,000",19892220,113,236.8,238
D21088.R2.fq.gz,FASTQ,DNA,"83,989",19807586,114,235.8,238
D21089.R2.fq.gz,FASTQ,DNA,"84,000",19977135,113,237.8,238
D21090.R2.fq.gz,FASTQ,DNA,"83,967",19886344,115,236.8,238
D21091.R2.fq.gz,FASTQ,DNA,"84,000",19811443,113,235.9,238
D21092.R2.fq.gz,FASTQ,DNA,"84,000",19988806,116,238,238
D21093.R2.fq.gz,FASTQ,DNA,"84,000",19899382,115,236.9,238
D21095.R2.fq.gz,FASTQ,DNA,"84,000",19977189,115,237.8,238
D21096.R2.fq.gz,FASTQ,DNA,"83,326",19739895,115,236.9,238
D21097.R2.fq.gz,FASTQ,DNA,"84,000",19816460,111,235.9,238
D21098.R2.fq.gz,FASTQ,DNA,"83,776",19935239,117,238,238
D21099.R2.fq.gz,FASTQ,DNA,"74,721",17616465,113,235.8,238
D21100.R2.fq.gz,FASTQ,DNA,"71,045",16875763,114,237.5,238
D21101.R2.fq.gz,FASTQ,DNA,"84,000",19890788,114,236.8,238
D21102.R2.fq.gz,FASTQ,DNA,"84,000",19787027,113,235.6,238
D21103.R2.fq.gz,FASTQ,DNA,"81,611",19382150,115,237.5,238
D21104.R2.fq.gz,FASTQ,DNA,"71,243",16836564,114,236.3,238
D21106.R2.fq.gz,FASTQ,DNA,"83,962",19960873,116,237.7,238
D21107.R2.fq.gz,FASTQ,DNA,"83,914",19871615,108,236.8,238
D21108.R2.fq.gz,FASTQ,DNA,"79,695",18786951,112,235.7,238
D21109.R2.fq.gz,FASTQ,DNA,"83,993",19973306,115,237.8,238
D21110.R2.fq.gz,FASTQ,DNA,"64,509",15265865,115,236.6,238
D21111.R2.fq.gz,FASTQ,DNA,"83,940",19796681,114,235.8,238
D21112.R2.fq.gz,FASTQ,DNA,"83,908",19955931,63,237.8,238
D21113.R2.fq.gz,FASTQ,DNA,"84,000",19899122,62,236.9,238
D21114.R2.fq.gz,FASTQ,DNA,"83,899",19791014,61,235.9,238
D21115.R2.fq.gz,FASTQ,DNA,"84,000",19977218,63,237.8,238
D21116.R2.fq.gz,FASTQ,DNA,"84,000",19897640,115,236.9,238
D21117.R2.fq.gz,FASTQ,DNA,"67,486",15903452,61,235.7,238
D21118.R2.fq.gz,FASTQ,DNA,"83,821",19941165,63,237.9,238
D21119.R2.fq.gz,FASTQ,DNA,"84,000",19902277,62,236.9,238
D21120.R2.fq.gz,FASTQ,DNA,"83,812",19772065,114,235.9,238
D21121.R2.fq.gz,FASTQ,DNA,"84,000",19978606,115,237.8,238
D21122.R2.fq.gz,FASTQ,DNA,"84,000",19896638,67,236.9,238
D21124.R2.fq.gz,FASTQ,DNA,"83,804",19938767,115,237.9,238
D21125.R2.fq.gz,FASTQ,DNA,"83,849",19859423,107,236.8,238
D21126.R2.fq.gz,FASTQ,DNA,"84,000",19814363,114,235.9,238
D21127.R2.fq.gz,FASTQ,DNA,"83,953",19969098,116,237.9,238
D21128.R2.fq.gz,FASTQ,DNA,"83,929",19802460,114,235.9,238
D21131.R2.fq.gz,FASTQ,DNA,"84,000",19900065,115,236.9,238
D21132.R2.fq.gz,FASTQ,DNA,"84,000",19810769,112,235.8,238
D21133.R2.fq.gz,FASTQ,DNA,"83,662",19900619,110,237.9,238
D21134.R2.fq.gz,FASTQ,DNA,"84,000",19899896,112,236.9,238
D21136.R2.fq.gz,FASTQ,DNA,"84,000",19988773,116,238,238
D21137.R2.fq.gz,FASTQ,DNA,"84,000",19903260,113,236.9,238
D21138.R2.fq.gz,FASTQ,DNA,"83,943",19798429,112,235.9,238
D21139.R2.fq.gz,FASTQ,DNA,"84,000",19902837,115,236.9,238
D21140.R2.fq.gz,FASTQ,DNA,"83,944",19795633,112,235.8,238
D21141.R2.fq.gz,FASTQ,DNA,"84,000",19985330,114,237.9,238
D21142.R2.fq.gz,FASTQ,DNA,"84,000",19898083,115,236.9,238
D21145.R2.fq.gz,FASTQ,DNA,"83,884",19863064,115,236.8,238
D21146.R2.fq.gz,FASTQ,DNA,"84,000",19988628,113,238,238
D21147.R2.fq.gz,FASTQ,DNA,"84,000",19954381,115,237.6,238
D21149.R2.fq.gz,FASTQ,DNA,"84,000",19807417,114,235.8,238
D21150.R2.fq.gz,FASTQ,DNA,"84,000",19971095,115,237.8,238
D21151.R2.fq.gz,FASTQ,DNA,"83,874",19792028,115,236,238
D21152.R2.fq.gz,FASTQ,DNA,"70,851",16698502,114,235.7,238
D21153.R2.fq.gz,FASTQ,DNA,"84,000",19970443,115,237.7,238
D21154.R2.fq.gz,FASTQ,DNA,"77,517",18348775,114,236.7,238
D21155.R2.fq.gz,FASTQ,DNA,"83,924",19791724,114,235.8,238
D21156.R2.fq.gz,FASTQ,DNA,"83,994",19977905,63,237.8,238
D21157.R2.fq.gz,FASTQ,DNA,"83,975",19890109,62,236.9,238
D21158.R2.fq.gz,FASTQ,DNA,"83,959",19806536,61,235.9,238
D21159.R2.fq.gz,FASTQ,DNA,"83,982",19966445,63,237.7,238
D21160.R2.fq.gz,FASTQ,DNA,"84,000",19891778,32,236.8,238
D21161.R2.fq.gz,FASTQ,DNA,"66,193",15598457,61,235.7,238
D21162.R2.fq.gz,FASTQ,DNA,"84,000",19982761,63,237.9,238
D21163.R2.fq.gz,FASTQ,DNA,"83,910",19879278,62,236.9,238
D21164.R2.fq.gz,FASTQ,DNA,"84,000",19816569,110,235.9,238
D21165.R2.fq.gz,FASTQ,DNA,"83,780",19922737,110,237.8,238
D21166.R2.fq.gz,FASTQ,DNA,"83,953",19886679,108,236.9,238
D21168.R2.fq.gz,FASTQ,DNA,"83,681",19907265,115,237.9,238
D21169.R2.fq.gz,FASTQ,DNA,"83,881",19867083,114,236.8,238
D21170.R2.fq.gz,FASTQ,DNA,"83,810",19766872,113,235.9,238
D21171.R2.fq.gz,FASTQ,DNA,"83,996",19978567,114,237.9,238
D21172.R2.fq.gz,FASTQ,DNA,"84,000",19895978,113,236.9,238
D21173.R2.fq.gz,FASTQ,DNA,"83,887",19784411,114,235.8,238
D21174.R2.fq.gz,FASTQ,DNA,"83,627",19895251,85,237.9,238
D21175.R2.fq.gz,FASTQ,DNA,"83,840",19859517,114,236.9,238
D21176.R2.fq.gz,FASTQ,DNA,"83,887",19782596,26,235.8,238
D21177.R2.fq.gz,FASTQ,DNA,"84,000",19979775,116,237.9,238
D21178.R2.fq.gz,FASTQ,DNA,"84,000",19898882,115,236.9,238
D21179.R2.fq.gz,FASTQ,DNA,"83,903",19794232,114,235.9,238
D21180.R2.fq.gz,FASTQ,DNA,"83,894",19961618,80,237.9,238
D21181.R2.fq.gz,FASTQ,DNA,"83,985",19897600,94,236.9,238
D21182.R2.fq.gz,FASTQ,DNA,"83,952",19803378,115,235.9,238
D21183.R2.fq.gz,FASTQ,DNA,"84,000",19984275,114,237.9,238
D21184.R2.fq.gz,FASTQ,DNA,"83,735",19835251,115,236.9,238
D21185.R2.fq.gz,FASTQ,DNA,"84,000",19809738,112,235.8,238
D21186.R2.fq.gz,FASTQ,DNA,"69,690",16557835,105,237.6,238
D21187.R2.fq.gz,FASTQ,DNA,"84,000",19892094,114,236.8,238
D21189.R2.fq.gz,FASTQ,DNA,"84,000",19949161,108,237.5,238
D21190.R2.fq.gz,FASTQ,DNA,"71,694",16949045,111,236.4,238
D21191.R2.fq.gz,FASTQ,DNA,"84,000",19809638,113,235.8,238
D21194.R2.fq.gz,FASTQ,DNA,"81,323",19171189,112,235.7,238
D21196.R2.fq.gz,FASTQ,DNA,"67,213",15907140,116,236.7,238
D21197.R2.fq.gz,FASTQ,DNA,"83,986",19806793,112,235.8,238
D21198.R2.fq.gz,FASTQ,DNA,"84,000",19979703,32,237.9,238
D21199.R2.fq.gz,FASTQ,DNA,"84,000",19896479,62,236.9,238
D21200.R2.fq.gz,FASTQ,DNA,"83,931",19796045,61,235.9,238
D22003.R2.fq.gz,FASTQ,DNA,"71,608",16874810,44,235.7,238
D22004.R2.fq.gz,FASTQ,DNA,"84,000",19985442,63,237.9,238
D22005.R2.fq.gz,FASTQ,DNA,"84,000",19901976,62,236.9,238
D22006.R2.fq.gz,FASTQ,DNA,"83,762",19761282,114,235.9,238
D22012.R2.fq.gz,FASTQ,DNA,"84,000",19809999,114,235.8,238
D22013.R2.fq.gz,FASTQ,DNA,"84,000",19973307,115,237.8,238
D22019.R2.fq.gz,FASTQ,DNA,"83,970",19969948,116,237.8,238
D22021.R2.fq.gz,FASTQ,DNA,"84,000",19817892,112,235.9,238
D22022.R2.fq.gz,FASTQ,DNA,"84,000",19988270,117,238,238
D22025.R2.fq.gz,FASTQ,DNA,"83,763",19926059,114,237.9,238
D22027.R2.fq.gz,FASTQ,DNA,"84,000",19810797,113,235.8,238
D22028.R2.fq.gz,FASTQ,DNA,"74,117",17612650,115,237.6,238
D22061.R2.fq.gz,FASTQ,DNA,"84,000",19979220,115,237.8,238
D22068.R2.fq.gz,FASTQ,DNA,"84,000",19896888,113,236.9,238
D22109.R2.fq.gz,FASTQ,DNA,"84,000",19983343,117,237.9,238
D22117.R2.fq.gz,FASTQ,DNA,"84,000",19813474,111,235.9,238
D22118.R2.fq.gz,FASTQ,DNA,"84,000",19973684,116,237.8,238
D22170.R2.fq.gz,FASTQ,DNA,"84,000",19978328,63,237.8,238